Model,MSO4102B-L
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,1
Horizontal Delay,0
Sample Interval,0.0001
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Vertical Position,-3.02
,
,
,
Label,
TIME,CH1
-3.839000e+00,0.058
-3.838900e+00,0.0564
-3.838800e+00,0.0548
-3.838700e+00,0.054
-3.838600e+00,0.0524
-3.838500e+00,0.0524
-3.838400e+00,0.0516
-3.838300e+00,0.05
-3.838200e+00,0.0484
-3.838100e+00,0.0468
-3.838000e+00,0.0444
-3.837900e+00,0.0436
-3.837800e+00,0.0412
-3.837700e+00,0.042
-3.837600e+00,0.0372
-3.837500e+00,0.0364
-3.837400e+00,0.0348
-3.837300e+00,0.0316
-3.837200e+00,0.0276
-3.837100e+00,0.0252
-3.837000e+00,0.0204
-3.836900e+00,0.0188
-3.836800e+00,0.0156
-3.836700e+00,0.0116
-3.836600e+00,0.01
-3.836500e+00,0.0084
-3.836400e+00,0.0084
-3.836300e+00,0.0068
-3.836200e+00,0.0076
-3.836100e+00,0.0076
-3.836000e+00,0.0108
-3.835900e+00,0.0124
-3.835800e+00,0.0156
-3.835700e+00,0.0188
-3.835600e+00,0.0212
-3.835500e+00,0.022
-3.835400e+00,0.0244
-3.835300e+00,0.026
-3.835200e+00,0.0284
-3.835100e+00,0.0316
-3.835000e+00,0.03
-3.834900e+00,0.0332
-3.834800e+00,0.034
-3.834700e+00,0.0332
-3.834600e+00,0.034
-3.834500e+00,0.0324
-3.834400e+00,0.0348
-3.834300e+00,0.0332
-3.834200e+00,0.0348
-3.834100e+00,0.034
-3.834000e+00,0.034
-3.833900e+00,0.0348
-3.833800e+00,0.0316
-3.833700e+00,0.0316
-3.833600e+00,0.0292
-3.833500e+00,0.03
-3.833400e+00,0.0284
-3.833300e+00,0.026
-3.833200e+00,0.0252
-3.833100e+00,0.0228
-3.833000e+00,0.022
-3.832900e+00,0.022
-3.832800e+00,0.0196
-3.832700e+00,0.0156
-3.832600e+00,0.0148
-3.832500e+00,0.0124
-3.832400e+00,0.0116
-3.832300e+00,0.0084
-3.832200e+00,0.0084
-3.832100e+00,0.0076
-3.832000e+00,0.006
-3.831900e+00,0.0052
-3.831800e+00,0.0044
-3.831700e+00,0.0068
-3.831600e+00,0.0076
-3.831500e+00,0.0068
-3.831400e+00,0.0076
-3.831300e+00,0.0084
-3.831200e+00,0.0092
-3.831100e+00,0.0116
-3.831000e+00,0.0124
-3.830900e+00,0.0148
-3.830800e+00,0.018
-3.830700e+00,0.0188
-3.830600e+00,0.0212
-3.830500e+00,0.0236
-3.830400e+00,0.026
-3.830300e+00,0.0284
-3.830200e+00,0.0292
-3.830100e+00,0.0324
-3.830000e+00,0.034
-3.829900e+00,0.0332
-3.829800e+00,0.0348
-3.829700e+00,0.0372
-3.829600e+00,0.038
-3.829500e+00,0.0396
-3.829400e+00,0.0396
-3.829300e+00,0.0428
-3.829200e+00,0.0412
-3.829100e+00,0.0428
-3.829000e+00,0.0444
-3.828900e+00,0.046
-3.828800e+00,0.0476
-3.828700e+00,0.046
-3.828600e+00,0.0484
-3.828500e+00,0.05
-3.828400e+00,0.0492
-3.828300e+00,0.0508
-3.828200e+00,0.05
-3.828100e+00,0.0516
-3.828000e+00,0.0532
-3.827900e+00,0.0524
-3.827800e+00,0.054
-3.827700e+00,0.0548
-3.827600e+00,0.0556
-3.827500e+00,0.0548
-3.827400e+00,0.054
-3.827300e+00,0.0548
-3.827200e+00,0.0556
-3.827100e+00,0.0556
-3.827000e+00,0.0564
-3.826900e+00,0.0548
-3.826800e+00,0.0564
-3.826700e+00,0.0548
-3.826600e+00,0.0572
-3.826500e+00,0.0548
-3.826400e+00,0.0548
-3.826300e+00,0.0548
-3.826200e+00,0.0548
-3.826100e+00,0.054
-3.826000e+00,0.054
-3.825900e+00,0.0532
-3.825800e+00,0.0524
-3.825700e+00,0.0516
-3.825600e+00,0.05
-3.825500e+00,0.0524
-3.825400e+00,0.0492
-3.825300e+00,0.05
-3.825200e+00,0.0468
-3.825100e+00,0.0468
-3.825000e+00,0.0468
-3.824900e+00,0.046
-3.824800e+00,0.046
-3.824700e+00,0.0444
-3.824600e+00,0.0444
-3.824500e+00,0.042
-3.824400e+00,0.042
-3.824300e+00,0.0412
-3.824200e+00,0.0396
-3.824100e+00,0.0364
-3.824000e+00,0.0388
-3.823900e+00,0.038
-3.823800e+00,0.0356
-3.823700e+00,0.0364
-3.823600e+00,0.0356
-3.823500e+00,0.0356
-3.823400e+00,0.0348
-3.823300e+00,0.0364
-3.823200e+00,0.0356
-3.823100e+00,0.034
-3.823000e+00,0.0348
-3.822900e+00,0.0332
-3.822800e+00,0.0332
-3.822700e+00,0.034
-3.822600e+00,0.034
-3.822500e+00,0.0324
-3.822400e+00,0.0316
-3.822300e+00,0.0316
-3.822200e+00,0.0324
-3.822100e+00,0.0332
-3.822000e+00,0.0324
-3.821900e+00,0.03
-3.821800e+00,0.0316
-3.821700e+00,0.0324
-3.821600e+00,0.0308
-3.821500e+00,0.0324
-3.821400e+00,0.0324
-3.821300e+00,0.0316
-3.821200e+00,0.0332
-3.821100e+00,0.0332
-3.821000e+00,0.0332
-3.820900e+00,0.034
-3.820800e+00,0.034
-3.820700e+00,0.0348
-3.820600e+00,0.0364
-3.820500e+00,0.0372
-3.820400e+00,0.0364
-3.820300e+00,0.0372
-3.820200e+00,0.0372
-3.820100e+00,0.0412
-3.820000e+00,0.0404
-3.819900e+00,0.0404
-3.819800e+00,0.042
-3.819700e+00,0.0436
-3.819600e+00,0.0436
-3.819500e+00,0.0444
-3.819400e+00,0.0444
-3.819300e+00,0.0476
-3.819200e+00,0.0468
-3.819100e+00,0.0468
-3.819000e+00,0.0468
-3.818900e+00,0.0492
-3.818800e+00,0.0508
-3.818700e+00,0.0516
-3.818600e+00,0.0492
-3.818500e+00,0.0532
-3.818400e+00,0.0516
-3.818300e+00,0.054
-3.818200e+00,0.054
-3.818100e+00,0.0564
-3.818000e+00,0.0556
-3.817900e+00,0.0556
-3.817800e+00,0.0564
-3.817700e+00,0.0556
-3.817600e+00,0.0564
-3.817500e+00,0.0572
-3.817400e+00,0.0556
-3.817300e+00,0.0556
-3.817200e+00,0.0532
-3.817100e+00,0.0564
-3.817000e+00,0.0564
-3.816900e+00,0.0564
-3.816800e+00,0.0548
-3.816700e+00,0.0564
-3.816600e+00,0.0564
-3.816500e+00,0.0556
-3.816400e+00,0.0548
-3.816300e+00,0.054
-3.816200e+00,0.0548
-3.816100e+00,0.054
-3.816000e+00,0.054
-3.815900e+00,0.0548
-3.815800e+00,0.0548
-3.815700e+00,0.0556
-3.815600e+00,0.0548
-3.815500e+00,0.0556
-3.815400e+00,0.0548
-3.815300e+00,0.0524
-3.815200e+00,0.054
-3.815100e+00,0.0564
-3.815000e+00,0.0548
-3.814900e+00,0.054
-3.814800e+00,0.0556
-3.814700e+00,0.0556
-3.814600e+00,0.0564
-3.814500e+00,0.0556
-3.814400e+00,0.0556
-3.814300e+00,0.0556
-3.814200e+00,0.0548
-3.814100e+00,0.0556
-3.814000e+00,0.0556
-3.813900e+00,0.0548
-3.813800e+00,0.0564
-3.813700e+00,0.058
-3.813600e+00,0.0564
-3.813500e+00,0.0572
-3.813400e+00,0.0572
-3.813300e+00,0.0564
-3.813200e+00,0.0564
-3.813100e+00,0.058
-3.813000e+00,0.0564
-3.812900e+00,0.0564
-3.812800e+00,0.0564
-3.812700e+00,0.058
-3.812600e+00,0.0572
-3.812500e+00,0.0588
-3.812400e+00,0.0588
-3.812300e+00,0.0596
-3.812200e+00,0.0596
-3.812100e+00,0.0588
-3.812000e+00,0.0604
-3.811900e+00,0.0596
-3.811800e+00,0.0612
-3.811700e+00,0.0596
-3.811600e+00,0.0604
-3.811500e+00,0.062
-3.811400e+00,0.062
-3.811300e+00,0.062
-3.811200e+00,0.0604
-3.811100e+00,0.0628
-3.811000e+00,0.0628
-3.810900e+00,0.062
-3.810800e+00,0.0628
-3.810700e+00,0.0636
-3.810600e+00,0.0636
-3.810500e+00,0.0644
-3.810400e+00,0.0636
-3.810300e+00,0.066
-3.810200e+00,0.0652
-3.810100e+00,0.0652
-3.810000e+00,0.0652
-3.809900e+00,0.0652
-3.809800e+00,0.0652
-3.809700e+00,0.066
-3.809600e+00,0.0684
-3.809500e+00,0.0684
-3.809400e+00,0.0676
-3.809300e+00,0.0684
-3.809200e+00,0.0676
-3.809100e+00,0.0692
-3.809000e+00,0.0676
-3.808900e+00,0.0692
-3.808800e+00,0.0692
-3.808700e+00,0.0692
-3.808600e+00,0.0684
-3.808500e+00,0.0692
-3.808400e+00,0.0692
-3.808300e+00,0.0692
-3.808200e+00,0.07
-3.808100e+00,0.0692
-3.808000e+00,0.0692
-3.807900e+00,0.0692
-3.807800e+00,0.0692
-3.807700e+00,0.07
-3.807600e+00,0.0684
-3.807500e+00,0.0676
-3.807400e+00,0.0692
-3.807300e+00,0.0684
-3.807200e+00,0.07
-3.807100e+00,0.0692
-3.807000e+00,0.0692
-3.806900e+00,0.0668
-3.806800e+00,0.0668
-3.806700e+00,0.0668
-3.806600e+00,0.066
-3.806500e+00,0.0668
-3.806400e+00,0.0676
-3.806300e+00,0.066
-3.806200e+00,0.066
-3.806100e+00,0.0668
-3.806000e+00,0.0652
-3.805900e+00,0.0636
-3.805800e+00,0.0628
-3.805700e+00,0.062
-3.805600e+00,0.0636
-3.805500e+00,0.0628
-3.805400e+00,0.062
-3.805300e+00,0.062
-3.805200e+00,0.0612
-3.805100e+00,0.0596
-3.805000e+00,0.0604
-3.804900e+00,0.0604
-3.804800e+00,0.0596
-3.804700e+00,0.0596
-3.804600e+00,0.058
-3.804500e+00,0.0588
-3.804400e+00,0.0588
-3.804300e+00,0.0572
-3.804200e+00,0.058
-3.804100e+00,0.0564
-3.804000e+00,0.0564
-3.803900e+00,0.0564
-3.803800e+00,0.0548
-3.803700e+00,0.054
-3.803600e+00,0.054
-3.803500e+00,0.0524
-3.803400e+00,0.0524
-3.803300e+00,0.0532
-3.803200e+00,0.0524
-3.803100e+00,0.0516
-3.803000e+00,0.05
-3.802900e+00,0.0492
-3.802800e+00,0.0476
-3.802700e+00,0.0484
-3.802600e+00,0.046
-3.802500e+00,0.0452
-3.802400e+00,0.0428
-3.802300e+00,0.0396
-3.802200e+00,0.0396
-3.802100e+00,0.0364
-3.802000e+00,0.0332
-3.801900e+00,0.0324
-3.801800e+00,0.03
-3.801700e+00,0.026
-3.801600e+00,0.0244
-3.801500e+00,0.0236
-3.801400e+00,0.0228
-3.801300e+00,0.0236
-3.801200e+00,0.0252
-3.801100e+00,0.0284
-3.801000e+00,0.0316
-3.800900e+00,0.034
-3.800800e+00,0.0356
-3.800700e+00,0.0388
-3.800600e+00,0.0412
-3.800500e+00,0.042
-3.800400e+00,0.0444
-3.800300e+00,0.046
-3.800200e+00,0.0476
-3.800100e+00,0.05
-3.800000e+00,0.0492
-3.799900e+00,0.0508
-3.799800e+00,0.0524
-3.799700e+00,0.054
-3.799600e+00,0.054
-3.799500e+00,0.0548
-3.799400e+00,0.0556
-3.799300e+00,0.0564
-3.799200e+00,0.058
-3.799100e+00,0.0596
-3.799000e+00,0.0588
-3.798900e+00,0.0604
-3.798800e+00,0.0596
-3.798700e+00,0.0612
-3.798600e+00,0.0604
-3.798500e+00,0.0612
-3.798400e+00,0.062
-3.798300e+00,0.062
-3.798200e+00,0.062
-3.798100e+00,0.0628
-3.798000e+00,0.0644
-3.797900e+00,0.0636
-3.797800e+00,0.0644
-3.797700e+00,0.0644
-3.797600e+00,0.0644
-3.797500e+00,0.0652
-3.797400e+00,0.0652
-3.797300e+00,0.066
-3.797200e+00,0.066
-3.797100e+00,0.0652
-3.797000e+00,0.066
-3.796900e+00,0.0668
-3.796800e+00,0.0668
-3.796700e+00,0.0668
-3.796600e+00,0.0668
-3.796500e+00,0.066
-3.796400e+00,0.066
-3.796300e+00,0.0676
-3.796200e+00,0.0652
-3.796100e+00,0.0612
-3.796000e+00,0.0652
-3.795900e+00,0.0652
-3.795800e+00,0.0652
-3.795700e+00,0.0652
-3.795600e+00,0.0644
-3.795500e+00,0.0644
-3.795400e+00,0.0644
-3.795300e+00,0.0628
-3.795200e+00,0.0628
-3.795100e+00,0.0628
-3.795000e+00,0.0628
-3.794900e+00,0.0628
-3.794800e+00,0.0612
-3.794700e+00,0.0612
-3.794600e+00,0.0612
-3.794500e+00,0.0596
-3.794400e+00,0.0612
-3.794300e+00,0.0596
-3.794200e+00,0.0596
-3.794100e+00,0.0572
-3.794000e+00,0.0596
-3.793900e+00,0.0596
-3.793800e+00,0.0588
-3.793700e+00,0.0572
-3.793600e+00,0.0556
-3.793500e+00,0.0556
-3.793400e+00,0.058
-3.793300e+00,0.0564
-3.793200e+00,0.0572
-3.793100e+00,0.0564
-3.793000e+00,0.0556
-3.792900e+00,0.0564
-3.792800e+00,0.0564
-3.792700e+00,0.0556
-3.792600e+00,0.0556
-3.792500e+00,0.0572
-3.792400e+00,0.0572
-3.792300e+00,0.0556
-3.792200e+00,0.0572
-3.792100e+00,0.0564
-3.792000e+00,0.0564
-3.791900e+00,0.0564
-3.791800e+00,0.0572
-3.791700e+00,0.054
-3.791600e+00,0.0548
-3.791500e+00,0.0556
-3.791400e+00,0.0556
-3.791300e+00,0.0572
-3.791200e+00,0.0548
-3.791100e+00,0.058
-3.791000e+00,0.0556
-3.790900e+00,0.0564
-3.790800e+00,0.0572
-3.790700e+00,0.0572
-3.790600e+00,0.0588
-3.790500e+00,0.0588
-3.790400e+00,0.0588
-3.790300e+00,0.0596
-3.790200e+00,0.0604
-3.790100e+00,0.0604
-3.790000e+00,0.0588
-3.789900e+00,0.0588
-3.789800e+00,0.0604
-3.789700e+00,0.0604
-3.789600e+00,0.0612
-3.789500e+00,0.062
-3.789400e+00,0.0612
-3.789300e+00,0.0628
-3.789200e+00,0.062
-3.789100e+00,0.0636
-3.789000e+00,0.0628
-3.788900e+00,0.0636
-3.788800e+00,0.0636
-3.788700e+00,0.0636
-3.788600e+00,0.0644
-3.788500e+00,0.0652
-3.788400e+00,0.0636
-3.788300e+00,0.066
-3.788200e+00,0.0652
-3.788100e+00,0.0636
-3.788000e+00,0.0668
-3.787900e+00,0.0652
-3.787800e+00,0.066
-3.787700e+00,0.066
-3.787600e+00,0.0644
-3.787500e+00,0.066
-3.787400e+00,0.066
-3.787300e+00,0.0652
-3.787200e+00,0.0644
-3.787100e+00,0.0652
-3.787000e+00,0.0692
-3.786900e+00,0.0644
-3.786800e+00,0.0668
-3.786700e+00,0.066
-3.786600e+00,0.0644
-3.786500e+00,0.0652
-3.786400e+00,0.0652
-3.786300e+00,0.0644
-3.786200e+00,0.0644
-3.786100e+00,0.0644
-3.786000e+00,0.0628
-3.785900e+00,0.0628
-3.785800e+00,0.0636
-3.785700e+00,0.062
-3.785600e+00,0.062
-3.785500e+00,0.0612
-3.785400e+00,0.0604
-3.785300e+00,0.062
-3.785200e+00,0.0596
-3.785100e+00,0.0604
-3.785000e+00,0.058
-3.784900e+00,0.0596
-3.784800e+00,0.0588
-3.784700e+00,0.0588
-3.784600e+00,0.0588
-3.784500e+00,0.058
-3.784400e+00,0.0564
-3.784300e+00,0.0564
-3.784200e+00,0.0532
-3.784100e+00,0.0556
-3.784000e+00,0.0548
-3.783900e+00,0.0548
-3.783800e+00,0.0532
-3.783700e+00,0.0532
-3.783600e+00,0.0548
-3.783500e+00,0.0508
-3.783400e+00,0.0508
-3.783300e+00,0.05
-3.783200e+00,0.0484
-3.783100e+00,0.0484
-3.783000e+00,0.0484
-3.782900e+00,0.0476
-3.782800e+00,0.046
-3.782700e+00,0.0444
-3.782600e+00,0.0444
-3.782500e+00,0.042
-3.782400e+00,0.0396
-3.782300e+00,0.0388
-3.782200e+00,0.038
-3.782100e+00,0.0356
-3.782000e+00,0.0332
-3.781900e+00,0.0308
-3.781800e+00,0.0268
-3.781700e+00,0.0228
-3.781600e+00,0.0204
-3.781500e+00,0.0172
-3.781400e+00,0.0156
-3.781300e+00,0.0116
-3.781200e+00,0.01
-3.781100e+00,0.0068
-3.781000e+00,0.006
-3.780900e+00,0.0068
-3.780800e+00,0.0068
-3.780700e+00,0.0076
-3.780600e+00,0.0092
-3.780500e+00,0.0124
-3.780400e+00,0.014
-3.780300e+00,0.018
-3.780200e+00,0.0196
-3.780100e+00,0.0236
-3.780000e+00,0.0276
-3.779900e+00,0.03
-3.779800e+00,0.0324
-3.779700e+00,0.0348
-3.779600e+00,0.0356
-3.779500e+00,0.0372
-3.779400e+00,0.0404
-3.779300e+00,0.0412
-3.779200e+00,0.042
-3.779100e+00,0.0444
-3.779000e+00,0.0452
-3.778900e+00,0.0484
-3.778800e+00,0.0492
-3.778700e+00,0.0484
-3.778600e+00,0.05
-3.778500e+00,0.0508
-3.778400e+00,0.0508
-3.778300e+00,0.0508
-3.778200e+00,0.0524
-3.778100e+00,0.0532
-3.778000e+00,0.054
-3.777900e+00,0.0556
-3.777800e+00,0.0588
-3.777700e+00,0.0564
-3.777600e+00,0.0572
-3.777500e+00,0.058
-3.777400e+00,0.0596
-3.777300e+00,0.0596
-3.777200e+00,0.0596
-3.777100e+00,0.0636
-3.777000e+00,0.062
-3.776900e+00,0.0612
-3.776800e+00,0.062
-3.776700e+00,0.0628
-3.776600e+00,0.062
-3.776500e+00,0.0652
-3.776400e+00,0.0644
-3.776300e+00,0.066
-3.776200e+00,0.066
-3.776100e+00,0.0668
-3.776000e+00,0.0668
-3.775900e+00,0.0668
-3.775800e+00,0.0676
-3.775700e+00,0.0692
-3.775600e+00,0.0676
-3.775500e+00,0.0692
-3.775400e+00,0.0684
-3.775300e+00,0.07
-3.775200e+00,0.07
-3.775100e+00,0.0692
-3.775000e+00,0.07
-3.774900e+00,0.0716
-3.774800e+00,0.07
-3.774700e+00,0.0716
-3.774600e+00,0.0708
-3.774500e+00,0.0716
-3.774400e+00,0.0716
-3.774300e+00,0.07
-3.774200e+00,0.0708
-3.774100e+00,0.07
-3.774000e+00,0.0692
-3.773900e+00,0.0708
-3.773800e+00,0.07
-3.773700e+00,0.0708
-3.773600e+00,0.0708
-3.773500e+00,0.0692
-3.773400e+00,0.0684
-3.773300e+00,0.0692
-3.773200e+00,0.0684
-3.773100e+00,0.0692
-3.773000e+00,0.07
-3.772900e+00,0.0692
-3.772800e+00,0.0708
-3.772700e+00,0.0692
-3.772600e+00,0.07
-3.772500e+00,0.07
-3.772400e+00,0.0692
-3.772300e+00,0.07
-3.772200e+00,0.0676
-3.772100e+00,0.0684
-3.772000e+00,0.0684
-3.771900e+00,0.0668
-3.771800e+00,0.0668
-3.771700e+00,0.0676
-3.771600e+00,0.0652
-3.771500e+00,0.0668
-3.771400e+00,0.066
-3.771300e+00,0.0636
-3.771200e+00,0.0636
-3.771100e+00,0.0668
-3.771000e+00,0.0636
-3.770900e+00,0.0652
-3.770800e+00,0.066
-3.770700e+00,0.0652
-3.770600e+00,0.0652
-3.770500e+00,0.0652
-3.770400e+00,0.0644
-3.770300e+00,0.0644
-3.770200e+00,0.0644
-3.770100e+00,0.0644
-3.770000e+00,0.0636
-3.769900e+00,0.0628
-3.769800e+00,0.0628
-3.769700e+00,0.062
-3.769600e+00,0.0636
-3.769500e+00,0.0636
-3.769400e+00,0.0628
-3.769300e+00,0.062
-3.769200e+00,0.062
-3.769100e+00,0.062
-3.769000e+00,0.062
-3.768900e+00,0.0612
-3.768800e+00,0.062
-3.768700e+00,0.0636
-3.768600e+00,0.0604
-3.768500e+00,0.0612
-3.768400e+00,0.062
-3.768300e+00,0.0612
-3.768200e+00,0.0612
-3.768100e+00,0.062
-3.768000e+00,0.0604
-3.767900e+00,0.062
-3.767800e+00,0.0612
-3.767700e+00,0.0612
-3.767600e+00,0.062
-3.767500e+00,0.0604
-3.767400e+00,0.0604
-3.767300e+00,0.0612
-3.767200e+00,0.0612
-3.767100e+00,0.0612
-3.767000e+00,0.062
-3.766900e+00,0.0612
-3.766800e+00,0.0628
-3.766700e+00,0.062
-3.766600e+00,0.0604
-3.766500e+00,0.0628
-3.766400e+00,0.0604
-3.766300e+00,0.062
-3.766200e+00,0.0612
-3.766100e+00,0.062
-3.766000e+00,0.0628
-3.765900e+00,0.062
-3.765800e+00,0.0612
-3.765700e+00,0.062
-3.765600e+00,0.062
-3.765500e+00,0.0644
-3.765400e+00,0.0628
-3.765300e+00,0.0628
-3.765200e+00,0.0628
-3.765100e+00,0.0628
-3.765000e+00,0.062
-3.764900e+00,0.0628
-3.764800e+00,0.062
-3.764700e+00,0.062
-3.764600e+00,0.0628
-3.764500e+00,0.0596
-3.764400e+00,0.0604
-3.764300e+00,0.0604
-3.764200e+00,0.0596
-3.764100e+00,0.0596
-3.764000e+00,0.058
-3.763900e+00,0.0596
-3.763800e+00,0.0604
-3.763700e+00,0.0604
-3.763600e+00,0.0612
-3.763500e+00,0.0652
-3.763400e+00,0.062
-3.763300e+00,0.0636
-3.763200e+00,0.0652
-3.763100e+00,0.0644
-3.763000e+00,0.0636
-3.762900e+00,0.066
-3.762800e+00,0.0676
-3.762700e+00,0.066
-3.762600e+00,0.0668
-3.762500e+00,0.0708
-3.762400e+00,0.07
-3.762300e+00,0.0708
-3.762200e+00,0.0716
-3.762100e+00,0.0708
-3.762000e+00,0.0708
-3.761900e+00,0.0708
-3.761800e+00,0.0708
-3.761700e+00,0.0716
-3.761600e+00,0.0732
-3.761500e+00,0.0724
-3.761400e+00,0.0716
-3.761300e+00,0.0724
-3.761200e+00,0.0732
-3.761100e+00,0.074
-3.761000e+00,0.0732
-3.760900e+00,0.0748
-3.760800e+00,0.0724
-3.760700e+00,0.0732
-3.760600e+00,0.074
-3.760500e+00,0.074
-3.760400e+00,0.074
-3.760300e+00,0.074
-3.760200e+00,0.0732
-3.760100e+00,0.074
-3.760000e+00,0.0732
-3.759900e+00,0.074
-3.759800e+00,0.074
-3.759700e+00,0.0732
-3.759600e+00,0.074
-3.759500e+00,0.074
-3.759400e+00,0.0748
-3.759300e+00,0.0732
-3.759200e+00,0.0748
-3.759100e+00,0.074
-3.759000e+00,0.074
-3.758900e+00,0.074
-3.758800e+00,0.0732
-3.758700e+00,0.0732
-3.758600e+00,0.0732
-3.758500e+00,0.0724
-3.758400e+00,0.0732
-3.758300e+00,0.0716
-3.758200e+00,0.0732
-3.758100e+00,0.0724
-3.758000e+00,0.0716
-3.757900e+00,0.0716
-3.757800e+00,0.0716
-3.757700e+00,0.0716
-3.757600e+00,0.0716
-3.757500e+00,0.0708
-3.757400e+00,0.07
-3.757300e+00,0.07
-3.757200e+00,0.0716
-3.757100e+00,0.0692
-3.757000e+00,0.07
-3.756900e+00,0.0684
-3.756800e+00,0.0692
-3.756700e+00,0.07
-3.756600e+00,0.07
-3.756500e+00,0.0692
-3.756400e+00,0.0692
-3.756300e+00,0.0676
-3.756200e+00,0.0684
-3.756100e+00,0.0692
-3.756000e+00,0.0676
-3.755900e+00,0.0668
-3.755800e+00,0.0668
-3.755700e+00,0.066
-3.755600e+00,0.0652
-3.755500e+00,0.0652
-3.755400e+00,0.066
-3.755300e+00,0.0652
-3.755200e+00,0.066
-3.755100e+00,0.066
-3.755000e+00,0.0636
-3.754900e+00,0.0636
-3.754800e+00,0.0644
-3.754700e+00,0.0644
-3.754600e+00,0.0636
-3.754500e+00,0.0644
-3.754400e+00,0.0636
-3.754300e+00,0.0636
-3.754200e+00,0.0612
-3.754100e+00,0.0636
-3.754000e+00,0.0644
-3.753900e+00,0.062
-3.753800e+00,0.0628
-3.753700e+00,0.0612
-3.753600e+00,0.0612
-3.753500e+00,0.0612
-3.753400e+00,0.0612
-3.753300e+00,0.062
-3.753200e+00,0.062
-3.753100e+00,0.0612
-3.753000e+00,0.0612
-3.752900e+00,0.0612
-3.752800e+00,0.0604
-3.752700e+00,0.0612
-3.752600e+00,0.0604
-3.752500e+00,0.0604
-3.752400e+00,0.0612
-3.752300e+00,0.0604
-3.752200e+00,0.0612
-3.752100e+00,0.0612
-3.752000e+00,0.0612
-3.751900e+00,0.0612
-3.751800e+00,0.0612
-3.751700e+00,0.0604
-3.751600e+00,0.0612
-3.751500e+00,0.0604
-3.751400e+00,0.0612
-3.751300e+00,0.0612
-3.751200e+00,0.0604
-3.751100e+00,0.0604
-3.751000e+00,0.0612
-3.750900e+00,0.0604
-3.750800e+00,0.0604
-3.750700e+00,0.0612
-3.750600e+00,0.0604
-3.750500e+00,0.0604
-3.750400e+00,0.0604
-3.750300e+00,0.0612
-3.750200e+00,0.0604
-3.750100e+00,0.062
-3.750000e+00,0.0604
-3.749900e+00,0.0604
-3.749800e+00,0.0604
-3.749700e+00,0.0596
-3.749600e+00,0.0596
-3.749500e+00,0.058
-3.749400e+00,0.0588
-3.749300e+00,0.0572
-3.749200e+00,0.0588
-3.749100e+00,0.0572
-3.749000e+00,0.0572
-3.748900e+00,0.058
-3.748800e+00,0.0572
-3.748700e+00,0.058
-3.748600e+00,0.0596
-3.748500e+00,0.0596
-3.748400e+00,0.0604
-3.748300e+00,0.0604
-3.748200e+00,0.062
-3.748100e+00,0.0612
-3.748000e+00,0.0612
-3.747900e+00,0.0612
-3.747800e+00,0.0612
-3.747700e+00,0.062
-3.747600e+00,0.0612
-3.747500e+00,0.062
-3.747400e+00,0.0612
-3.747300e+00,0.0612
-3.747200e+00,0.062
-3.747100e+00,0.0596
-3.747000e+00,0.0604
-3.746900e+00,0.0596
-3.746800e+00,0.058
-3.746700e+00,0.0588
-3.746600e+00,0.0572
-3.746500e+00,0.0572
-3.746400e+00,0.054
-3.746300e+00,0.0532
-3.746200e+00,0.0508
-3.746100e+00,0.0492
-3.746000e+00,0.0468
-3.745900e+00,0.046
-3.745800e+00,0.042
-3.745700e+00,0.038
-3.745600e+00,0.0372
-3.745500e+00,0.0332
-3.745400e+00,0.03
-3.745300e+00,0.0244
-3.745200e+00,0.022
-3.745100e+00,0.0196
-3.745000e+00,0.0164
-3.744900e+00,0.014
-3.744800e+00,0.0116
-3.744700e+00,0.0108
-3.744600e+00,0.0092
-3.744500e+00,0.0084
-3.744400e+00,0.0092
-3.744300e+00,0.0108
-3.744200e+00,0.0092
-3.744100e+00,0.0148
-3.744000e+00,0.0164
-3.743900e+00,0.0196
-3.743800e+00,0.0204
-3.743700e+00,0.0268
-3.743600e+00,0.0308
-3.743500e+00,0.0332
-3.743400e+00,0.0372
-3.743300e+00,0.042
-3.743200e+00,0.0436
-3.743100e+00,0.0468
-3.743000e+00,0.0484
-3.742900e+00,0.05
-3.742800e+00,0.0524
-3.742700e+00,0.0548
-3.742600e+00,0.0556
-3.742500e+00,0.0572
-3.742400e+00,0.0588
-3.742300e+00,0.0596
-3.742200e+00,0.0596
-3.742100e+00,0.0612
-3.742000e+00,0.0628
-3.741900e+00,0.0644
-3.741800e+00,0.0636
-3.741700e+00,0.0636
-3.741600e+00,0.0652
-3.741500e+00,0.0652
-3.741400e+00,0.0644
-3.741300e+00,0.0644
-3.741200e+00,0.0644
-3.741100e+00,0.0652
-3.741000e+00,0.0644
-3.740900e+00,0.062
-3.740800e+00,0.0628
-3.740700e+00,0.0636
-3.740600e+00,0.062
-3.740500e+00,0.0636
-3.740400e+00,0.0668
-3.740300e+00,0.0628
-3.740200e+00,0.062
-3.740100e+00,0.0628
-3.740000e+00,0.0628
-3.739900e+00,0.0612
-3.739800e+00,0.0628
-3.739700e+00,0.0604
-3.739600e+00,0.0604
-3.739500e+00,0.0596
-3.739400e+00,0.0588
-3.739300e+00,0.0572
-3.739200e+00,0.058
-3.739100e+00,0.0572
-3.739000e+00,0.0572
